market_class,market_class_label,country_iso3,gics_code,sector,period,monthly_returns,first_return_month,last_return_month,efficiency_score,inefficiency_distance,vr_2m,vr_3m,vr_6m
emerging,Developing (MSCI Emerging proxy),EGY,40,Financials,2022-2025,48,2022-01-31,2025-12-31,0.8116586615031379,0.18834133849686208,1.191180197913673,1.221748982405812,1.1520948351711013
emerging,Developing (MSCI Emerging proxy),EGY,15,Materials,2022-2025,48,2022-01-31,2025-12-31,0.6650161102799925,0.3349838897200075,1.3067708250082501,1.3484292375552887,1.3497516065964836
emerging,Developing (MSCI Emerging proxy),EGY,25,Consumer Discretionary,2022-2025,48,2022-01-31,2025-12-31,0.8593102027166362,0.14068979728336384,1.1509956914130084,1.1434633471943325,0.8723896467572494
emerging,Developing (MSCI Emerging proxy),EGY,30,Consumer Staples,2022-2025,48,2022-01-31,2025-12-31,0.893707011775266,0.10629298822473399,1.1513020001719483,1.1254981865906493,1.0420787779116045
emerging,Developing (MSCI Emerging proxy),EGY,20,Industrials,2022-2025,48,2022-01-31,2025-12-31,0.861964124652413,0.138035875347587,1.2247790112157386,1.1022282656728102,0.9128996508457877
emerging,Developing (MSCI Emerging proxy),EGY,35,Health Care,2022-2025,48,2022-01-31,2025-12-31,0.8670168175233196,0.1329831824766804,1.0988496045274547,1.078316182413899,1.2217837604886874
emerging,Developing (MSCI Emerging proxy),EGY,60,Real Estate,2022-2025,48,2022-01-31,2025-12-31,0.570214963272363,0.429785036727637,0.7625280803785783,0.5514924989517761,0.3966243104867345
developed,Developed,ESP,15,Materials,2008-2010,36,2008-01-31,2010-12-31,0.6606256693109398,0.3393743306890602,1.1548388619775012,1.1443111832257473,1.7189729468639323
developed,Developed,ESP,25,Consumer Discretionary,2008-2010,36,2008-01-31,2010-12-31,0.7729149043959065,0.2270850956040935,1.125770541117006,1.0545181085397846,1.50096663715549
developed,Developed,ESP,40,Financials,2008-2010,36,2008-01-31,2010-12-31,0.6114959146021588,0.3885040853978412,1.2034517686359194,1.1891444229305639,1.7729160646270405
developed,Developed,ESP,20,Industrials,2008-2010,36,2008-01-31,2010-12-31,0.6451376324955007,0.3548623675044993,1.1603472294810566,1.1968142983884695,1.7074255746439715
developed,Developed,ESP,35,Health Care,2008-2010,36,2008-01-31,2010-12-31,0.699972366596928,0.30002763340307204,1.17728307067696,1.255556789335452,1.4672430401968044
developed,Developed,ESP,15,Materials,2020-2021,24,2020-01-31,2021-12-31,0.853125604613215,0.14687439538678504,1.1028658778686606,1.182809821232936,1.1549474870587584
developed,Developed,ESP,25,Consumer Discretionary,2020-2021,24,2020-01-31,2021-12-31,0.8191494656273249,0.18085053437267506,0.9343632771410173,0.7455019748968106,0.7775831448441469
developed,Developed,ESP,40,Financials,2020-2021,24,2020-01-31,2021-12-31,0.7711896654073698,0.22881033459263023,1.1353110487555047,1.2280651830806217,1.3230547719417642
developed,Developed,ESP,20,Industrials,2020-2021,24,2020-01-31,2021-12-31,0.8897678295634242,0.11023217043657585,1.1299807134559616,0.9830026156549799,0.816281586491254
developed,Developed,ESP,35,Health Care,2020-2021,24,2020-01-31,2021-12-31,0.77260174902213,0.22739825097787003,0.7143989700014911,0.7216701974720344,0.8817360795928643
developed,Developed,ESP,60,Real Estate,2020-2021,24,2020-01-31,2021-12-31,0.920644026213004,0.07935597378699599,1.014597893738951,0.9856753761805228,0.7908545961974401
developed,Developed,ESP,55,Utilities,2022-2025,48,2022-01-31,2025-12-31,0.9475990894604222,0.05240091053957785,1.06560002537468,0.9991970169786799,0.9092002767772667
developed,Developed,ESP,25,Consumer Discretionary,2022-2025,48,2022-01-31,2025-12-31,0.9156499211585939,0.0843500788414061,1.0299596847991321,0.9805065550285023,0.7964028932464114
developed,Developed,ESP,40,Financials,2022-2025,48,2022-01-31,2025-12-31,0.6893574657891499,0.3106425342108501,1.1658124875495333,1.3128908878165033,1.4532242272665137
developed,Developed,ESP,20,Industrials,2022-2025,48,2022-01-31,2025-12-31,0.9392635320135623,0.060736467986437725,0.9428997117487861,0.9696944709052179,1.0948035866133172
developed,Developed,ESP,35,Health Care,2022-2025,48,2022-01-31,2025-12-31,0.8971306157846765,0.10286938421532354,1.1433125276240894,1.0797990893295961,1.085496535692285
developed,Developed,ESP,45,Information Technology,2022-2025,48,2022-01-31,2025-12-31,0.4927201536064779,0.5072798463935221,1.165384070836108,1.4401199413024335,1.9163355270420248
developed,Developed,ESP,60,Real Estate,2022-2025,48,2022-01-31,2025-12-31,0.9556167987935682,0.0443832012064318,1.0693649773566578,1.006753626547443,0.9429690002848056
developed,Developed,FIN,25,Consumer Discretionary,2008-2010,36,2008-01-31,2010-12-31,-0.04070457717957532,1.0407045771795753,1.406794779172702,1.8012952593644842,2.91402369300154
developed,Developed,FIN,20,Industrials,2008-2010,36,2008-01-31,2010-12-31,0.022286593617414696,0.9777134063825853,1.4193866688498158,1.6998817608029761,2.813871789494964
developed,Developed,FIN,40,Financials,2008-2010,36,2008-01-31,2010-12-31,0.6054625182481228,0.3945374817518772,1.2599645545269424,1.2104480262296806,1.7131998644990085
developed,Developed,FIN,45,Information Technology,2008-2010,36,2008-01-31,2010-12-31,0.9378535911777953,0.06214640882220468,1.060386027731317,1.0484602990315237,1.0775928997037731
developed,Developed,FIN,25,Consumer Discretionary,2020-2021,24,2020-01-31,2021-12-31,0.5999646566365469,0.40003534336345314,1.2902186082007447,1.4356766715067213,1.4742107503828932
developed,Developed,FIN,20,Industrials,2020-2021,24,2020-01-31,2021-12-31,0.7465741513796909,0.25342584862030915,1.268272198659857,1.3673690189506689,1.1246363282504017
developed,Developed,FIN,40,Financials,2020-2021,24,2020-01-31,2021-12-31,0.7936336052056153,0.20636639479438468,1.0308380994484638,0.8959930867570501,0.5157458283082595
developed,Developed,FIN,45,Information Technology,2020-2021,24,2020-01-31,2021-12-31,0.8037699006598761,0.19623009934012392,1.153778391460571,0.9244924855415331,0.6405956078986663
developed,Developed,FIN,25,Consumer Discretionary,2022-2025,48,2022-01-31,2025-12-31,0.727728165282906,0.27227183471709404,1.1600322310833904,1.1697272291307386,1.4870560439371534
developed,Developed,FIN,20,Industrials,2022-2025,48,2022-01-31,2025-12-31,0.6673503401533738,0.3326496598466262,1.2075606850220995,1.320476383407695,1.4699119111100845
developed,Developed,FIN,40,Financials,2022-2025,48,2022-01-31,2025-12-31,0.8349292967597876,0.16507070324021245,1.158357771266591,1.1627119429298736,1.174142395524173
developed,Developed,FIN,45,Information Technology,2022-2025,48,2022-01-31,2025-12-31,0.7980101036583177,0.2019898963416823,1.1661768420079779,1.2138196064348594,1.2259732405822095
developed,Developed,FIN,35,Health Care,2022-2025,48,2022-01-31,2025-12-31,0.8424707323195754,0.15752926768042463,1.1794049960754958,1.1772584828926917,1.1159243240730863
developed,Developed,FRA,20,Industrials,2008-2010,36,2008-01-31,2010-12-31,0.5360892867902947,0.46391071320970534,1.2193382262982062,1.23044726390488,1.9419466494260296
developed,Developed,FRA,45,Information Technology,2008-2010,36,2008-01-31,2010-12-31,0.5256137668721892,0.4743862331278108,1.2357638064781882,1.2917606671699828,1.8956342257352614
developed,Developed,FRA,40,Financials,2008-2010,36,2008-01-31,2010-12-31,0.5468469468163066,0.45315305318369337,1.2457650988815239,1.2526732147745034,1.8610208458950528
developed,Developed,FRA,15,Materials,2008-2010,36,2008-01-31,2010-12-31,0.2503263384685278,0.7496736615314722,1.2952171815856353,1.5187150892647605,2.4350887137440207
developed,Developed,FRA,35,Health Care,2008-2010,36,2008-01-31,2010-12-31,0.8560485483486645,0.1439514516513355,0.9774073705056336,0.8955136362291717,1.3047753616888118
developed,Developed,FRA,30,Consumer Staples,2008-2010,36,2008-01-31,2010-12-31,0.6432191208494495,0.35678087915055046,1.1041774646096525,1.0922585559866942,1.8739066168553047
developed,Developed,FRA,25,Consumer Discretionary,2008-2010,36,2008-01-31,2010-12-31,0.5408379698618957,0.4591620301381043,1.1841360497079907,1.2414972216270992,1.951852819079223
developed,Developed,FRA,55,Utilities,2008-2010,36,2008-01-31,2010-12-31,0.6865368388143018,0.31346316118569817,1.224385740397108,1.1759820684763154,1.5400216746836715
developed,Developed,FRA,20,Industrials,2020-2021,24,2020-01-31,2021-12-31,0.8088103149009709,0.19118968509902912,1.1812266184882017,1.1786223218106147,0.786279885001729
developed,Developed,FRA,10,Energy,2020-2021,24,2020-01-31,2021-12-31,0.8758697641563964,0.12413023584360361,1.0103106493874416,0.8773815287825835,0.7605384130740475
developed,Developed,FRA,45,Information Technology,2020-2021,24,2020-01-31,2021-12-31,0.7348945501070984,0.26510544989290163,1.1444580797465338,0.9953677844876584,0.35377394558017056
developed,Developed,FRA,40,Financials,2020-2021,24,2020-01-31,2021-12-31,0.840635152824162,0.159364847175838,1.1293085396532128,1.1092832921690075,0.7604972902947064
developed,Developed,FRA,15,Materials,2020-2021,24,2020-01-31,2021-12-31,0.73137781182952,0.26862218817048,1.1448880939356978,1.153601656226924,0.4926231856511815
developed,Developed,FRA,35,Health Care,2020-2021,24,2020-01-31,2021-12-31,0.7516565981906874,0.24834340180931258,0.8553818983620457,0.8884747880551496,0.511113108154867
developed,Developed,FRA,30,Consumer Staples,2020-2021,24,2020-01-31,2021-12-31,0.8169436215685333,0.18305637843146672,1.0270317284716115,0.9481597642859407,0.5297028288912707
developed,Developed,FRA,25,Consumer Discretionary,2020-2021,24,2020-01-31,2021-12-31,0.7709083349389957,0.2290916650610043,1.312813101144206,1.3227579077251528,1.0517039863136544
developed,Developed,FRA,50,Communication Services,2020-2021,24,2020-01-31,2021-12-31,0.7267549957813866,0.2732450042186134,1.332179184466009,1.4081262994043005,0.9205704712144693
developed,Developed,FRA,60,Real Estate,2020-2021,24,2020-01-31,2021-12-31,0.8207055727594533,0.17929442724054667,1.205279974998614,1.280144691038436,1.05245861568459
developed,Developed,FRA,20,Industrials,2022-2025,48,2022-01-31,2025-12-31,0.882281084380508,0.11771891561949199,0.8878721649467171,0.8996465788410264,1.1406754906462195
developed,Developed,FRA,10,Energy,2022-2025,48,2022-01-31,2025-12-31,0.7093595531933601,0.2906404468066399,0.8213952665649756,0.774341581237682,0.5323418117774225
developed,Developed,FRA,45,Information Technology,2022-2025,48,2022-01-31,2025-12-31,0.8977797487351904,0.1022202512648096,0.8748925353244862,0.9294136044648519,0.8890331064162331
developed,Developed,FRA,40,Financials,2022-2025,48,2022-01-31,2025-12-31,0.9080796471517254,0.0919203528482746,0.8917139840119819,0.9185406794657638,0.9139842779774306
developed,Developed,FRA,15,Materials,2022-2025,48,2022-01-31,2025-12-31,0.9492996240046193,0.050700375995380687,1.0183618766409475,1.042897131020077,1.0908421203251177
developed,Developed,FRA,35,Health Care,2022-2025,48,2022-01-31,2025-12-31,0.8577754194165725,0.14222458058342746,1.1344697514880082,1.038815025195231,0.7466110349329569
developed,Developed,FRA,30,Consumer Staples,2022-2025,48,2022-01-31,2025-12-31,0.9419119927793735,0.05808800722062646,1.016065309226948,0.9307848291861679,1.0889835416210993
developed,Developed,FRA,25,Consumer Discretionary,2022-2025,48,2022-01-31,2025-12-31,0.931346518744115,0.068653481255885,1.0860437834141128,1.0664202127983402,1.053496447555202
developed,Developed,FRA,50,Communication Services,2022-2025,48,2022-01-31,2025-12-31,0.7711978497964731,0.2288021502035269,1.0880858686028956,1.2375183139918227,1.3608022680158625
developed,Developed,FRA,60,Real Estate,2022-2025,48,2022-01-31,2025-12-31,0.8990005030879529,0.10099949691204713,0.946842638782229,0.8809000951103878,0.869258775371242
developed,Developed,GBR,10,Energy,2008-2010,36,2008-01-31,2010-12-31,0.6202927519676611,0.3797072480323389,1.1240758470578331,1.3481719883252354,1.6668739087139481
developed,Developed,GBR,35,Health Care,2008-2010,36,2008-01-31,2010-12-31,0.5033852829690364,0.4966147170309636,1.2849687653826452,1.4027543082292782,1.8021210774809673
developed,Developed,GBR,30,Consumer Staples,2008-2010,36,2008-01-31,2010-12-31,0.2762708998722103,0.7237291001277897,1.2879185224904643,1.4841566785762887,2.399112099316616
developed,Developed,GBR,25,Consumer Discretionary,2008-2010,36,2008-01-31,2010-12-31,0.05956777704716798,0.940432222952832,1.3822737538178107,1.6199417173818178,2.819081197658867
developed,Developed,GBR,15,Materials,2008-2010,36,2008-01-31,2010-12-31,-0.3928169575311209,1.392816957531121,1.6079542281451167,2.1729341729264293,3.397562471521817
developed,Developed,GBR,45,Information Technology,2008-2010,36,2008-01-31,2010-12-31,-0.07575851698417213,1.0757585169841721,1.4892108959259007,1.8605464885045437,2.877518166522072
developed,Developed,GBR,55,Utilities,2008-2010,36,2008-01-31,2010-12-31,0.41154894567836686,0.5884510543216331,1.269097019031135,1.401157993236774,2.0950981506969906
developed,Developed,GBR,50,Communication Services,2008-2010,36,2008-01-31,2010-12-31,0.17442097815581847,0.8255790218441815,1.3942264558595814,1.5809531574424454,2.501557452230518
developed,Developed,GBR,20,Industrials,2008-2010,36,2008-01-31,2010-12-31,0.07564841602706363,0.9243515839729364,1.4042877948428394,1.6726922587098267,2.696074698366143
developed,Developed,GBR,40,Financials,2008-2010,36,2008-01-31,2010-12-31,-0.030025688677489892,1.03002568867749,1.4887090219624393,1.7828304648930582,2.8185375791769722
developed,Developed,GBR,10,Energy,2020-2021,24,2020-01-31,2021-12-31,0.47387708687006447,0.5261229131299355,1.379326887014298,1.5149530776072146,1.684088774768294
developed,Developed,GBR,35,Health Care,2020-2021,24,2020-01-31,2021-12-31,0.7378275710249269,0.2621724289750731,0.9559910878691529,0.7162994073197045,0.5411922178859231
developed,Developed,GBR,30,Consumer Staples,2020-2021,24,2020-01-31,2021-12-31,0.7747483662146819,0.2252516337853181,1.0447922524556525,0.8199243568158988,0.5491129942837996
developed,Developed,GBR,25,Consumer Discretionary,2020-2021,24,2020-01-31,2021-12-31,0.9487460869482901,0.0512539130517099,1.0728763741228655,1.0148379141574975,0.9339525491252334
developed,Developed,GBR,15,Materials,2020-2021,24,2020-01-31,2021-12-31,0.7096336702415662,0.2903663297584338,1.3275452576226834,1.3986945768019838,1.1448591548506344
developed,Developed,GBR,45,Information Technology,2020-2021,24,2020-01-31,2021-12-31,0.753589413777313,0.24641058622268697,1.2920984397145392,1.2017838009404773,0.7546504819869557
developed,Developed,GBR,55,Utilities,2020-2021,24,2020-01-31,2021-12-31,0.8239131689651594,0.17608683103484057,1.0281289303515748,1.0633976351282128,0.5632660723752659
developed,Developed,GBR,50,Communication Services,2020-2021,24,2020-01-31,2021-12-31,0.5619959174000857,0.4380040825999143,1.4680152637213988,1.5343818762297687,1.3116151078485754
developed,Developed,GBR,20,Industrials,2020-2021,24,2020-01-31,2021-12-31,0.8498583040900176,0.1501416959099824,1.1954870386964678,1.170503901017003,0.9155658519835236
developed,Developed,GBR,40,Financials,2020-2021,24,2020-01-31,2021-12-31,0.6144864068354723,0.3855135931645277,1.2427384781495685,1.4263256986543338,1.4874766026896806
developed,Developed,GBR,60,Real Estate,2020-2021,24,2020-01-31,2021-12-31,0.8096402130308578,0.19035978696914224,1.2208514778021937,1.2590118765402132,1.0912160065650198
developed,Developed,GBR,10,Energy,2022-2025,48,2022-01-31,2025-12-31,0.5740774370332227,0.42592256296677733,0.6877222533188925,0.6141583514975802,0.42035170628319507
developed,Developed,GBR,35,Health Care,2022-2025,48,2022-01-31,2025-12-31,0.8711774086436873,0.1288225913563127,1.2387675285673172,1.1397530043990491,0.9920527588974284
developed,Developed,GBR,30,Consumer Staples,2022-2025,48,2022-01-31,2025-12-31,0.9159254402664404,0.0840745597335596,0.9915776551014395,0.8557039779348512,0.9004946877630305
developed,Developed,GBR,25,Consumer Discretionary,2022-2025,48,2022-01-31,2025-12-31,0.9635728752133834,0.03642712478661658,1.008293567644522,1.031775457862878,1.0692123488524499
developed,Developed,GBR,15,Materials,2022-2025,48,2022-01-31,2025-12-31,0.9447631374922749,0.05523686250772508,0.9458619115928277,0.9908362933049905,0.8975912075790066
developed,Developed,GBR,45,Information Technology,2022-2025,48,2022-01-31,2025-12-31,0.8971100026967352,0.10288999730326476,0.948820425398973,0.9194905941309058,0.823018988560327
developed,Developed,GBR,55,Utilities,2022-2025,48,2022-01-31,2025-12-31,0.9055959848361156,0.09440401516388441,1.115742383632207,1.0582543191094378,0.8907846572499913
developed,Developed,GBR,50,Communication Services,2022-2025,48,2022-01-31,2025-12-31,0.8939076159740518,0.10609238402594823,0.9511907204630868,1.022256684446528,1.2472111880944035
developed,Developed,GBR,20,Industrials,2022-2025,48,2022-01-31,2025-12-31,0.9069140101272317,0.09308598987276828,1.0120579777939118,1.0080165569191686,1.2591834349052244
developed,Developed,GBR,40,Financials,2022-2025,48,2022-01-31,2025-12-31,0.9599216311857467,0.04007836881425331,0.9758131749566401,1.0068021292801377,1.0892461521192622
developed,Developed,GBR,60,Real Estate,2022-2025,48,2022-01-31,2025-12-31,0.9273904749611787,0.07260952503882134,1.0732874240595838,1.0374678024658908,1.1070733485909896
emerging,Developing (MSCI Emerging proxy),GRC,20,Industrials,2008-2010,36,2008-01-31,2010-12-31,0.4509698897605309,0.5490301102394691,1.2523109712151244,1.3759744343165627,2.0188049251867204
emerging,Developing (MSCI Emerging proxy),GRC,15,Materials,2008-2010,36,2008-01-31,2010-12-31,0.43984482460846064,0.5601551753915394,1.287205442160945,1.4342669976379205,1.9589930863757528
emerging,Developing (MSCI Emerging proxy),GRC,40,Financials,2008-2010,36,2008-01-31,2010-12-31,0.41202014074427795,0.587979859255722,1.3089495670154565,1.4381895308678567,2.016800479883853
emerging,Developing (MSCI Emerging proxy),GRC,30,Consumer Staples,2008-2010,36,2008-01-31,2010-12-31,0.31219141981306253,0.6878085801869375,1.2603666741550916,1.4615046479136715,2.3415544184920494
emerging,Developing (MSCI Emerging proxy),GRC,25,Consumer Discretionary,2008-2010,36,2008-01-31,2010-12-31,0.8734857318352088,0.12651426816479117,1.1706809764075734,1.055420207008858,1.153441621077942
emerging,Developing (MSCI Emerging proxy),GRC,45,Information Technology,2008-2010,36,2008-01-31,2010-12-31,0.45012266848673466,0.5498773315132653,1.25474299025206,1.40810673749893,1.986782266788806
emerging,Developing (MSCI Emerging proxy),GRC,20,Industrials,2020-2021,24,2020-01-31,2021-12-31,0.9404369272471451,0.059563072752854884,1.1313045585415744,0.9848406550434502,1.0322253147604405
emerging,Developing (MSCI Emerging proxy),GRC,15,Materials,2020-2021,24,2020-01-31,2021-12-31,0.717049291947305,0.28295070805269495,1.3278386424506956,1.22742785871582,1.2935856229915692
emerging,Developing (MSCI Emerging proxy),GRC,30,Consumer Staples,2020-2021,24,2020-01-31,2021-12-31,0.8122813393851621,0.18771866061483788,1.245185393205323,1.1679554418901736,0.8499848532509828
emerging,Developing (MSCI Emerging proxy),GRC,25,Consumer Discretionary,2020-2021,24,2020-01-31,2021-12-31,0.7966184248278535,0.2033815751721465,1.0493797857508205,0.8654044187086809,0.5738306415257
emerging,Developing (MSCI Emerging proxy),GRC,45,Information Technology,2020-2021,24,2020-01-31,2021-12-31,0.8243131556310862,0.1756868443689138,1.0957255902343628,0.8636251501850564,0.7050399069425651
emerging,Developing (MSCI Emerging proxy),GRC,20,Industrials,2022-2025,48,2022-01-31,2025-12-31,0.5387869884622669,0.4612130115377331,1.3477354248464763,1.4810472173142861,1.5548563924524368
emerging,Developing (MSCI Emerging proxy),GRC,15,Materials,2022-2025,48,2022-01-31,2025-12-31,0.9407931343696683,0.05920686563033173,1.049923929023309,1.116775926504347,0.989079258636661
emerging,Developing (MSCI Emerging proxy),GRC,25,Consumer Discretionary,2022-2025,48,2022-01-31,2025-12-31,0.6606293389229443,0.3393706610770557,1.223745432610321,1.3283846962328012,1.4659818543880452
emerging,Developing (MSCI Emerging proxy),GRC,45,Information Technology,2022-2025,48,2022-01-31,2025-12-31,0.6529002560643811,0.34709974393561893,1.272187928613086,1.316976663677386,1.4521346395163848
developed,Developed,HKG,30,Consumer Staples,2008-2010,36,2008-01-31,2010-12-31,0.4777446178011028,0.5222553821988972,1.1783968365947683,1.3456610331845051,2.042708276817418
developed,Developed,HKG,25,Consumer Discretionary,2008-2010,36,2008-01-31,2010-12-31,-0.05600581693861373,1.0560058169386137,1.4134787582514776,1.797042070811497,2.9574966217528664
developed,Developed,HKG,20,Industrials,2008-2010,36,2008-01-31,2010-12-31,0.33641564784009736,0.6635843521599026,1.2604719052051465,1.521042922771473,2.2092382285030885
developed,Developed,HKG,40,Financials,2008-2010,36,2008-01-31,2010-12-31,0.4687276241123247,0.5312723758876753,1.2267320211617063,1.3863033257414066,1.9807817807599128
developed,Developed,HKG,15,Materials,2008-2010,36,2008-01-31,2010-12-31,0.49412049658730883,0.5058795034126912,1.1616021238948653,1.4042890323679196,1.9517473539752888
developed,Developed,HKG,45,Information Technology,2008-2010,36,2008-01-31,2010-12-31,0.1764025373059136,0.8235974626940864,1.2731583621785747,1.6270882576670262,2.570545768236658
developed,Developed,HKG,50,Communication Services,2008-2010,36,2008-01-31,2010-12-31,0.676223920873511,0.323776079126489,1.0250051435002698,1.2261768041580405,1.7201462897211568
developed,Developed,HKG,35,Health Care,2008-2010,36,2008-01-31,2010-12-31,0.4265249448955556,0.5734750551044444,1.2038366895098336,1.4358288727604214,2.080759603043078
developed,Developed,HKG,55,Utilities,2008-2010,36,2008-01-31,2010-12-31,0.8276134502574359,0.17238654974256407,0.816113484486889,0.8081912067266876,1.1414643404412688
developed,Developed,HKG,10,Energy,2008-2010,36,2008-01-31,2010-12-31,0.657979107157322,0.342020892842678,1.068218394753696,1.2710581382100474,1.6867861455642903
developed,Developed,HKG,30,Consumer Staples,2020-2021,24,2020-01-31,2021-12-31,0.6988844441547364,0.3011155558452636,1.2508853319960243,1.2247212711493625,1.4277400643904041
developed,Developed,HKG,25,Consumer Discretionary,2020-2021,24,2020-01-31,2021-12-31,0.31585384312443987,0.6841461568755601,1.1285895991665207,1.4709183315650856,2.4529305398950743
developed,Developed,HKG,20,Industrials,2020-2021,24,2020-01-31,2021-12-31,0.8032296924650849,0.1967703075349151,0.8179630763694175,1.1083677118249806,1.2999062871491822
developed,Developed,HKG,40,Financials,2020-2021,24,2020-01-31,2021-12-31,0.8094810770493606,0.19051892295063944,0.8908283054551278,1.038819433048427,1.423565641258619
developed,Developed,HKG,15,Materials,2020-2021,24,2020-01-31,2021-12-31,0.7835780796949396,0.21642192030506036,0.7854972722944007,0.7702540957106007,0.7949828710798177
developed,Developed,HKG,45,Information Technology,2020-2021,24,2020-01-31,2021-12-31,0.22668523296117427,0.7733147670388257,1.4566345020196656,1.7661494541797353,2.097160344917076
developed,Developed,HKG,50,Communication Services,2020-2021,24,2020-01-31,2021-12-31,0.6697465697334806,0.33025343026651943,1.0264497471607923,1.1536187497349317,1.8106917939038345
developed,Developed,HKG,35,Health Care,2020-2021,24,2020-01-31,2021-12-31,0.11502910656367016,0.8849708934363298,1.3748957183112964,1.770247992793115,2.509768969204578
developed,Developed,HKG,55,Utilities,2020-2021,24,2020-01-31,2021-12-31,0.8720638942211651,0.12793610577883485,0.7859875497342155,0.8853971307193519,1.0551929977900718
developed,Developed,HKG,10,Energy,2020-2021,24,2020-01-31,2021-12-31,0.8304700343521417,0.16952996564785827,0.9409136570908391,0.8014833205736868,0.7490131253918995
developed,Developed,HKG,60,Real Estate,2020-2021,24,2020-01-31,2021-12-31,0.8128123429189127,0.1871876570810873,0.7154737399289173,0.9600193522521706,1.2370560634243497
developed,Developed,HKG,30,Consumer Staples,2022-2025,48,2022-01-31,2025-12-31,0.8349769604050523,0.16502303959494768,0.953317261858154,0.850259570327116,0.701354049029887
developed,Developed,HKG,25,Consumer Discretionary,2022-2025,48,2022-01-31,2025-12-31,0.7901364823104405,0.20986351768955946,0.9542193168072851,0.8748807829919185,0.5413093471321179
developed,Developed,HKG,20,Industrials,2022-2025,48,2022-01-31,2025-12-31,0.851512346234006,0.14848765376599404,0.9646654542120426,0.8414301061905786,0.7484414782993966
developed,Developed,HKG,40,Financials,2022-2025,48,2022-01-31,2025-12-31,0.9616126393195334,0.038387360680466553,1.008173665070094,0.9716917518385307,1.0786801688098364
developed,Developed,HKG,15,Materials,2022-2025,48,2022-01-31,2025-12-31,0.585910800664331,0.414089199335669,1.2183851588303745,1.3655874556473155,1.6582949835293173
developed,Developed,HKG,45,Information Technology,2022-2025,48,2022-01-31,2025-12-31,0.7972639415910041,0.2027360584089959,1.1433695928256988,1.2016314558088463,1.2632071265924425
developed,Developed,HKG,50,Communication Services,2022-2025,48,2022-01-31,2025-12-31,0.9405537691216831,0.05944623087831691,1.0030136776136223,0.951973928893567,0.8727010560851044
developed,Developed,HKG,35,Health Care,2022-2025,48,2022-01-31,2025-12-31,0.8480827105593024,0.1519172894406976,1.1080516991297926,1.1872432752260857,1.1604568939662145
developed,Developed,HKG,55,Utilities,2022-2025,48,2022-01-31,2025-12-31,0.949599912674904,0.050400087325096044,1.0649573181708551,1.052829905022541,0.9665869612181079
developed,Developed,HKG,10,Energy,2022-2025,48,2022-01-31,2025-12-31,0.9072572267268488,0.09274277327315117,0.8694748831303788,0.9177682067224228,1.065471409672255
developed,Developed,HKG,60,Real Estate,2022-2025,48,2022-01-31,2025-12-31,0.7891941331709535,0.21080586682904645,0.8746042895928718,0.7974500779652552,0.6955280319547334
frontier,Frontier,HRV,25,Consumer Discretionary,2008-2010,36,2008-01-31,2010-12-31,0.10373967683540375,0.8962603231645963,1.4458444645901831,1.6423940382952873,2.6005424666083186
frontier,Frontier,HRV,30,Consumer Staples,2008-2010,36,2008-01-31,2010-12-31,0.4315808663646291,0.5684191336353709,1.308159140994504,1.3576926378749645,2.0394056220366443
frontier,Frontier,HRV,40,Financials,2008-2010,36,2008-01-31,2010-12-31,0.181891091328637,0.818108908671363,1.3542608192191599,1.5508331923277217,2.5492327144672076
frontier,Frontier,HRV,20,Industrials,2008-2010,36,2008-01-31,2010-12-31,0.4944327432540466,0.5055672567459534,1.2311692275632828,1.339068012308818,1.9464645303657593
frontier,Frontier,HRV,25,Consumer Discretionary,2020-2021,24,2020-01-31,2021-12-31,0.7412550049796784,0.25874499502032156,1.3417103189656283,1.377503502029311,0.9429788359339747
frontier,Frontier,HRV,30,Consumer Staples,2020-2021,24,2020-01-31,2021-12-31,0.7569291488298241,0.2430708511701759,1.271982138539296,1.1916157671738932,0.7343853522026614
frontier,Frontier,HRV,20,Industrials,2020-2021,24,2020-01-31,2021-12-31,0.6780115846676218,0.3219884153323782,1.3708490414718772,1.5045813318666394,0.9094651273413821
frontier,Frontier,HRV,25,Consumer Discretionary,2022-2025,48,2022-01-31,2025-12-31,0.5248040951559791,0.47519590484402086,1.2030995416876245,1.4343405593927647,1.7881476134516736
frontier,Frontier,HRV,20,Industrials,2022-2025,48,2022-01-31,2025-12-31,0.8789085420785213,0.12109145792147868,1.141914488578804,1.1439992296218655,1.0773606555637667
emerging,Developing (MSCI Emerging proxy),IDN,15,Materials,2008-2010,36,2008-01-31,2010-12-31,0.09874546686644126,0.9012545331335587,1.464865635294735,1.7126639868615938,2.5262339772443476
emerging,Developing (MSCI Emerging proxy),IDN,30,Consumer Staples,2008-2010,36,2008-01-31,2010-12-31,-0.04585412792175858,1.0458541279217586,1.4626265204923679,1.7895221933906444,2.8854136698822637
emerging,Developing (MSCI Emerging proxy),IDN,40,Financials,2008-2010,36,2008-01-31,2010-12-31,0.5035485228356131,0.49645147716438687,1.301846775636135,1.3343782532746142,1.8531294025824114
emerging,Developing (MSCI Emerging proxy),IDN,20,Industrials,2008-2010,36,2008-01-31,2010-12-31,-0.16794705824799938,1.1679470582479994,1.5722782487191629,1.9464116137873368,2.9851513122374986
emerging,Developing (MSCI Emerging proxy),IDN,25,Consumer Discretionary,2008-2010,36,2008-01-31,2010-12-31,0.2326602583004359,0.7673397416995641,1.3767679720827577,1.612197915615042,2.3130533374008926
